"CFIHOS unique id","CFIHOS name","CFIHOS description","created date","modified date","terminated date","change request number","status","CFIHOS definition file"
"CFIHOS-30000166","overhead runway beam","Is a fixed assembly of rails or beams, girders, brackets and framework on which a movable or fixed hoisting mechanism travels.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000167","PABX","PrivAte Branch eXchange. The telephone systems found in many offices, giving an extension for each telephone and a connection to the main telephone system. Also commonly referred to as PBX.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0028;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000168","package","An artefact which is a collection of artefacts to be managed as one for some purpose.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000169","padeye","A facility used to fasten lifting or movement equipment to the structure. A padeye have hole for a shackle.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000170","pager","One-way communications device in which the intended receiver is alerted to receive a message or return a phone call.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000171","paging system","A system intended to contact people through a pager. It is pre-date mobile phone technology.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000172","personal basket","A container that can be attached to a hook for lifting one or more people.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000173","pH element","An element designed to measure pH (potential of Hydrogen).","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0028;CR0029;CR0030;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000174","photoelectric device","Whose electrical properties can be modified by the action of light.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0012;CR0028;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000175","pig launcher","A pressure vessel intended for sending a pig into a pipeline.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000176","pig loop","A flowloop that allows a pipeline pig to move from one pipe to another.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000177","pig receiver","A pressure vessel intended for receiving a pig from a pipeline.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000178","pig transmitter","A transmitter intended to detect a pig passage and transmit a signal representing the measured value.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000179","pig trap","A facility on a pipeline for inserting and retrieving a scraper or pig.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000180","pipe bending machine","An artefact which is intended for bending pipes.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000181","piping and pipeline equipment","A physical object used in or in connection with a piping system.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000182","piping spool","Is a piping assembly of piping components to be pre-fabricated as one item.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000184","positioning system","A handheld or fixed device designed to identify and record the location of an object on the earth's surface. GPS, GALILEO, SYLEDIS, HYPERFIX, LORAN-C, DECCA etc. are all brands and working on different networks.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000185","positive displacement flow element","Elements like impellers rotating by the pressure of the fluid  in a closed conduit to measure the flow of a liquid.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0028;CR0029;CR0030;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000186","power stabiliser","A device that removes voltage spikes from an AC or DC electrical supply.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000187","pressure instrument",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0014;CR0028;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000188","pressure memory gauge","An instrument that measures and stores downhold pressures, enabling the data to be read when the tool assembly is returned to the surface.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0014;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000189","process data acquisition and control","Is a facilty for measure & control, including the main plant computerized operational system, where all process, utility and off site activities are monitored. The system may be located in the main control room. (e.g. PLC Programmable logic controller, DCS distributed control system, ENMC Electrical Network Monitoring and Control system).","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000190","proximity amplifier","A device that increases the power or amplitude of a signal received from a proximity probe.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0014;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000191","public address and alarm system","Is an alarm system.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000192","RA ball valve","A valve designed to regulate flow. A valve which has a ball closure member. Includes an actuator that needs auxiliary power to operate.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000193","RA butterfly valve","A valve designed to regulate flow. A valve which has a closure member of a disk type with a shaft parallel, or near parallel, to the plane of the disk, with an axis of rotation transverse to the flow direction. Includes an actuator that needs auxiliary po","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000194","RA diaphragm valve","A valve designed to regulate flow. A membrane valve where the closure member is a resilient diaphragm being forced against a port. Includes an actuator that needs auxiliary power to operate.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000195","RA eccentric rotating disc valve","A valve designed to regulate flow. A valve which closing member is an eccentric rotating disc. Includes an actuator that needs auxiliary power to operate.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000196","RA globe valve","A valve designed to regulate flow. A valve where the closure member is a disk or piston operating with linear motion normal to the flat or shaped seat. Includes an actuator that needs auxiliary power to operate.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000197","RA needle valve","A valve designed to regulate flow. A globe valve with a closure member with the shape of a conical plug (needle) which closes into a small seat. Used for flow metering and damping pressure fluctuations on instruments, e.g. pressure gauge. Includes an actu","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000198","RA plug valve","A valve designed to regulate flow. A valve with a quarter turn action in which the closure member is a cylindrical or tapered plug which operates by rotating on its axis and sealing against a downstream seat. Includes an actuator that needs auxiliary powe","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000199","rack","A mechanical structure intended to receive a number of pieces of basically standardized modular equipment.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000200","radar level element","An element intended to determine a level based on high frequency electromagnetic waves.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0028;CR0029;CR0030;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000201","radiator","Is a heat exchanger which cools a fluid and heats the surrounding environment.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000202","radio caravan","A mobile radio communications centre.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000203","radio transceiver","A transceiver which has the methods of signalling through space, without connecting wires.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000204","radioactive source","Intended to generate radioactive radiation.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0028;CR0005;CR0014;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000205","reader","Is a piece of hardware intended to read and decode information encoded on a carrier.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000206","redox analyser","An analyser intended to determine the oxidation and reduction capability of material.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0029;CR0030;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000207","refrigerator","A refrigerator (often shortened to fridge)  is an electric appliance that uses refrigeration to help preserve food.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0012;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000208","relative pressure transmitter","A pressure transmitter where pressure is applied to one side of the sensor while the other side is open to atmosphere. The transmitter generate standardized output signal representing the measured value.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000209","remote terminal unit","A RTU, or Remote Terminal Unit is a device which interfaces objects in the physical world to a DCS or SCADA system by transmitting telemetry data to the system and/or altering the state of connected objects based on control messages received from the system.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000210","residential building","Assigned for living and accommodation.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000211","RM ball valve","A valve designed to regulate flow. A valve which has a ball closure member. Is manually operated.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000212","RM butterfly valve","A valve designed to regulate flow. A valve which has a closure member of a disk type with a shaft parallel, or near parallel, to the plane of the disk, with an axis of rotation transverse to the flow direction. Is manually operated.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000213","RM diaphragm valve","A valve designed to regulate flow. A membrane valve where the closure member is a resilient diaphragm being forced against a port. Is manually operated.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000214","RM eccentric rotating disc valve","A valve designed to regulate flow. A valve which closing member is an eccentric rotating disc. Is manually operated.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000215","RM globe valve","A valve designed to regulate flow. A valve where the closure member is a disk or piston operating with linear motion normal to the flat or shaped seat. Is manually operated.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000216","RM needle valve","A valve designed to regulate flow. A globe valve with a closure member with the shape of a conical plug (needle) which closes into a small seat. Used for flow metering and damping pressure fluctuations on instruments, e.g. pressure gauge. Is manually oper","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000217","RM plug valve","A valve designed to regulate flow. A valve with a quarter turn action in which the closure member is a cylindrical or tapered plug which operates by rotating on its axis and sealing against a downstream seat. Is manually operated.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000218","road","Is a civil item intended for vehicle traffic.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000219","rod pump","Is a reciprocating pump using a rod attached to an assembly of check valves and other components. By the reciprocating movement of the rod liquid will be forced through the valves. These pumps are often driven by an air balancing unit.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0009;CR0028;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000220","rotameter","A variable area flow indicator with a local reading indicator.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0014;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000221","router","A router is a computer networking device that forwards data packets toward their destinations through a process known as routing. Routing occurs at layer 3 (Network layer) of the OSI seven-layer model.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000222","safety barrier","Safety barriers are devices that limit the current, voltage, and total energy delivered to a sensor in a hazardous area or flammable environment in order to prevent an explosion.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0028;CR0030;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000223","safety valve instrument",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000224","sample loop component","A sample loop adds a predetermined volume to the process.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000225","satellite communications terminal","A system that provides voice and telefax communication via satellites.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000226","screw conveyor","Is a conveyer intended to move dry, solid material from one location to another by means of a helix or screw rotating in a cylindrical conduit.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000227","selector switch","A manual control switch which has more then two possible positioning states.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000228","shale shaker","A vibrating screen for sifting out rock cuttings from drilling mud.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000229","ORP element","an element designed to measure an oxidation reduction potential (ORP)","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000230","other mechanical equipment","N equipment class that contains classes that normally are the responsibility of a department for mechanical engineering that are not covered by the mechanical equipment class.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000231","sheave","A wheel which is grooved for use with vee-belts, ropes, round belts, wire or pipe.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000232","shut off damper","A damper intended for closing off parts of a ventilation system.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000233","side pocket mandrel","A completion component that is used to house gas-lift valves and similar devices that require communication with the annulus.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000234","signal","A detectable transmitted energy (e.g. voltage, current, pneumatic or magnetic field strength) by which information can be transmitted.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000235","signal splitter","A device with one input and at least two outputs used for dividing a detectable transmitted energy (as a voltage, current, or  magnetic field strength) by which information can be transmitted.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000236","single buoy mooring","A Single buoy mooring (SBM) or Single point mooring (SPM) is a loading buoy anchored offshore that serves as a mooring point and interconnect for tankers loading or offloading gas or fluid products. SBMs are the link between the geostatic subsea manifold connections and the weathervaning tanker. They are capable of handling any size ship, even very large crude carriers (VLCC) where no alternative facility is available.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000237","sink","A large basin with taps that supplies water.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000239","skimmer","Device which separates oil from water by mechanically wipe the oil of the water surface.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000240","snatch block","A block through which a rope can be reeved without access to an end.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000241","software function","Is a software intended to describe a process step in a computer language. Typically a software implementation of a control function.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000242","solid composition analyser","An analyser intended to determine a mixture of solid particles in liquids or solid or liquid droplets in air.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0029;CR0030;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000243","sand detector","A detector intended to detect sand in a fluid.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0028;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000244","sound attenuator","A device decreasing noise in a HVAC system.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000245","sound pressure level analyser","A meter intended to measure a sound pressure level.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0029;CR0030;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000246","spark arrestor","A device which removes incandescent particles from a gas stream. Spark arrestors are fitted to vehicles and stationary engines which are operated in potentially flammable atmospheres.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000247","special tool","A device that is made as a tool to be used for a special purpose.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000248","specific gravity analyser","An analyser intended to determine specific gravity's of materials. Typically of liquids.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0029;CR0030;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000249","spreader bar","A beam that is used to spread ropes or slings when lifting.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000250","spring support","Is a support (item) intended to carry the load of piping components.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60;FR74","STANDARD","tag or equipment class"
"CFIHOS-30000251","stack","Is a support structure intended to support a flare or vent pipe.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000252","strain gauge","Is a device used to measure deformation (strain) of an object. The most common type of strain gauge consists of a flexible backing which supports a metallic foil pattern etched onto the backing. As the object is deformed, the foil pattern is deformed, cau","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0012;CR0014;CR0029;FR60;FR74","TERMINATED","tag or equipment class"
"CFIHOS-30000253","stroke length adjuster","A mechanical device capable of reducing the stroke length of a pump.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000254","sump","Is an artefact intended to collect a heavy phase by making use of gravity.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0013;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000255","swivel joint","An artefact joining two parts so that one or both can pivot freely (as on a bolt or pin).","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000256","tank and vessel",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0013;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000257","tape drive","A device that transfer data between a computer and a magnetic tape.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000258","temperature instrument","A physical object that detects temperatures; records, modifies and/or displays or performs a combination of these activities.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0029;CR0030;CR0032;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000259","thermal flow element","An element which uses the principle of thermal conductivity to measure volume flow rate.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0028;CR0029;CR0030;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000260","thermal flow transmitter","A velocity flow meter which uses the principle of thermal conductivity to measure volume flow rate.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000261","tool","A device that is a mechanical implement for working upon something, as by cutting, striking, rubbing or other processes, in any manual art or industry; usually, one held in and operated by the hand (or fixed in position, as in a lath), but also including certain simple machines, as the lathe; sometimes extended to simple instruments of other kinds.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000262","totalizer","A Control Function which has the capability to totalize","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0014;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000263","trailer","Is a vehicle which is nonautomotive and is designed to be hauled by road.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000264","turbine flow transmitter","A transmitter specially designed to convert the signal in a turbine meter into a standardized output signal.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000265","ultrasonic flow transmitter","A flow transmitter providing electrical outputs that are proportional to the flow inputs from an ultrasonic flow meter.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000266","ultrasonic level element","An element intended to determine a level based on  ultrasonic sound waves.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0028;CR0029;CR0030;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000267","umbilical","An assembly of hydraulic hoses which can also include electrical cables or optic fibres, used to control a sub sea structure or remote operated vehicle from a platform or a vessel.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000268","UV sterilizer","Is a sterilizer intended to make use of ultraviolet light.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD","tag or equipment class"
"CFIHOS-30000269","valve (non DCS connected)",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000270","valve instrument",,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED","tag or equipment class"
"CFIHOS-30000271","vapour pressure analyser","An analyser intended to determine a vapor pressure.","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0029;CR0030;FR60;FR74","STANDARD","tag or equipment class"
